id|nombre|precio|precio_1|precio_2|rubro|url_imagen|url_producto
00016|Arroz Gallo Largo Fino 500 Grs.|59.0|3,50.89||Almacén > Arroz|/2020/07/arroz-gallo-largo-fino-500.jpg|/arroz-gallo-largo-fino-500-grs/
00017|Arroz Dos Hermanos L. Fino x 500 grs.|43.7|3,37.77||Almacén > Arroz|/2020/07/arroz-dos-hermanos-Lfino-500.jpg|/arroz-dos-hermanos-l-fino-x-500-grs/
00018|Arroz Dos Hermanos Parboil x 500 grs.|49.5|3,42.59||Almacén > Arroz|/2020/07/arroz-dos-hermanos-parboil-500.jpg|/arroz-dos-hermanos-parboil-x-500-grs/
00020|Arroz Gallo Oro 1 Kg.|165.0|3,143.02||Almacén > Arroz|/2020/01/ARROZ-GALLO-ORO-B1-KG.jpg|/arroz-gallo-oro-b1-kg-s-iva/
00022|Arroz Gallo Oro Amarillo 500 Grs.|88.0|3,72.94||Almacén > Arroz|/2020/01/ARROZ-GALLO-ORO-AMA-500GR.jpg|/arroz-gallo-oro-ama-500gr/
00023|ARROZ LUCHADOR 4/0 500GR|33.0|3,28.60||Almacén > Arroz|/2019/11/arroz-luchador-500.jpg|/arroz-luchador-4-0-500gr-s-iva/
00598|Harina Leudante Corona de Trigo 1 Kg.|60.0|3,51.71||Almacén > Harinas|/2020/10/harina-coronadetrigo-leudante.jpg|/harina-leudante-corona-de-trigo-1-kg/
00005|Harina Graciela  Real 0000 1 Kg.|55.0|3,47.40||Almacén > Harinas|/2020/06/harina-graciela-real-0000.jpg|/harina-graciela-real-0000-1-kg/
00550|HARINA REINA ANA 0000 X1K|45.0|3,35.00||Almacén > Harinas|/2020/04/HAR-REINA-ANA-0000.jpg|/har-reina-ana-0000-x1k-s-iva/
00006|Harina Graciela  Real 000 1 Kg.|45.0|3,38.78||Almacén > Harinas|/2020/01/HAR-GRA-REAL-000-1KG.jpg|/har-gra-real-000-1kg/
00007|HARINA REINA ANA 000 X1 KG.|36.0|3,31.00||Almacén > Harinas|/2019/11/HAR-REINA-ANA-000.jpg|/har-reina-ana-000-x1-kg-s-iva/
00008|HARINA CELESTIAL 0000 X KG|57.0|3,47.84||Almacén > Harinas|/2020/01/HAR-CELESTIAL-0000-X-KG.jpg|/har-celestial-0000-x-kg-s-iva/
00804|Polenta Instantanea Verizzia 500 Grs.|24.0|3,21.00||Almacén > Polentas|/2020/11/polenta-verizzia-500.jpg|/polenta-instantanea-verizzia-500-grs/
00015|POLENTA PRESTOPRONTA ARCOR 500 GRS|70.0|3,60.97||Almacén > Polentas|/2020/01/PRESTOPRONTA-ARCOR-500GR.jpg|/prestopronta-arcor-500grs-iv/
00594|Mayonesa Benidorm 500 ml|155.0|3,134.06||Aderezos > Mayonesas|/2020/10/aderezo-mayo-benidorm.jpg|/mayonesa-benidorm-500-ml/
00595|Mayonesa Natura 125 grs.|33.0|3,28.48||Aderezos > Mayonesas|/2020/06/mayonesa-natura-125gr.jpg|/mayonesa-natura-125-grs/
00042|MAYONESA HELLMANNS 475GR|104.0|3,90.14||Aderezos > Mayonesas|/2019/11/MAYONESA-HELLMANNS-475GR.jpg|/mayonesa-hellmanns-475gr/
00043|MAYONESA FANACOA  2755KG|299.0|3,275.77||Aderezos > Mayonesas|/2020/01/MAYONESA-FANACOA-2755KG.jpg|/mayonesa-fanacoa-2755kg/
00549|MAYONESA MAYODAN 3KG|240.0|||Aderezos > Mayonesas|/2019/11/MAYONESA-MAYODAN-3KG.jpg|/mayonesa-mayodan-3kg/
00046|MAYONESA HELLMANNS 2755GR|440.0|3,424.07||Aderezos > Mayonesas|/2020/01/MAYONESA-HELLMANNS-2755GR.jpg|/mayonesa-hellmanns-2755gr/
00047|MAYONESA DANICA F X 500GR|74.0|3,63.87||Aderezos > Mayonesas|/2019/11/MAYONESA-DANICA-F-X-500GR.jpg|/mayonesa-danica-f-x-500gr/
00596|MAYONESA DANICA F 100GR|19.0|3,16.46||Aderezos > Mayonesas|/2019/11/mayonesa-danica-fiesta-100g.jpg|/mayonesa-danica-f-100gr/
00597|Mayonesa Danica F. 220 Gr.|39.0|3,33.47||Aderezos > Mayonesas|/2019/11/mayonesa-danica-220.jpg|/mayonesa-danica-f-220gr/
00050|MAYONESA HELLMANNS 237GR|56.0|3,47.39||Aderezos > Mayonesas|/2020/01/MAYONESA-HELLMANNS-237GR.jpg|/mayonesa-hellmanns-237gr/
00524|MAYONESA HELLMANNS 118GR|27.0|3,23.00||Aderezos > Mayonesas|/2020/01/MAYONESA-HELLMANNS-118GR.jpg|/mayonesa-hellmanns-118gr/
00512|REBOZADOR PREFERIDO 500GR|87.0|3,75.40||Almacén > Rebozadores|/2020/01/REBOZADOR-PREFERIDO-500GR.jpg|/rebozador-preferido-500gr-s-iva/
00805|Jardinera Arcor c / Choclo 350 Grs.|65.5|3,56.93||Almacén > Enlatados|/2020/01/JARDINERA-ARCOR-300G.jpg|/jardinera-arcor-c-choclo-350-grs/
00806|Palmitos Marolio 220 Grs.|130.0|3,117.00||Almacén > Enlatados|/2020/11/Palmito-marolio-220.jpg|/palmitos-marolio-220-grs/
00620|Atun Cumana en aceite Desmenuzado 170 gr.|78.0|3,67.04||Almacén > Enlatados|/2020/10/atun-cumana-desm-aceite-170.jpg|/atun-cumana-en-aceite-desmenuzado-170-gr/
00622|Atun Bahia en aceite y agua 170 Gr.|79.0|3,66.64||Almacén > Enlatados|/2020/10/atun-bahia-en-aceite-170g.jpg|/atun-bahia-en-aceite-y-agua-170-gr/
00553|Durazno en lata DF x 820 gr.|133.5|3,115.70||Almacén > Enlatados|/2020/09/durazno-df-820.jpg|/durazno-en-lata-df-x-820-gr/
00053|Sardinas en aceite Marbella 120 gr.|100.0|3,83.20||Almacén > Enlatados|/2020/05/sardina-marbella-120g.jpg|/sardinas-en-aceite-marbella-120-gr/
00624|Atun Cumana al natural Desmenuzado 170 gr.|78.0|3,67.04||Almacén > Enlatados|/2020/01/ATUN-CUMANA-DESMENUZ-170GR.jpg|/atun-cumana-desmenuz-170gr/
00625|Lentejas Arcor 320 Grs..|69.0|3,59.92||Almacén > Enlatados|/2020/01/LENTEJAS-ARCOR-320G.jpg|/lentejas-arcor-320g/
00057|Arvejas Arcor  Secas 300 Grs.|50.0|3,43.64||Almacén > Enlatados|/2020/01/ARVEJAS-ARCOR-SECAS-300-GR.jpg|/arvejas-arcor-secas-300-gr/
00794|Tomate Perita Arcor  400 Grs.|59.0|3,50.60||Almacén > Enlatados|/2020/01/TOM-PERITA-ARCOR-3-400GR.jpg|/tom-perita-arcor-3-400gr/
00059|CABALLA MARBELLA AL AC/NAT 425GR|174.0|3,150.81||Almacén > Enlatados|/2020/01/CABALLA-MARBELLA-AL-AC-Y-NAT-425GR.jpg|/caballa-marbella-al-ac-nat-425gr/
00060|ARVEJAS INALPA  350GR|32.5|3,28.12||Almacén > Enlatados|/2020/01/ARVEJAS-INALPA-350GR.jpg|/arvejas-inalpa-350gr/
00515|Picadillo Changuito Carne 90 grs.|30.0|3,24.89||Almacén > Enlatados|/2020/01/PICADILLO-CHANGUITO.jpg|/picadillo-changuito/
00061|Picadillo La Negra Carne 90 grs.|30.0|3,24.89||Almacén > Enlatados|/2020/01/PICADILLO-LA-NEGRA-CARNE-90.jpg|/picadillo-la-negra-carne-90/
00525|Bizcochuelo Godet Marmolado 480 Grs.|108.0|3,92.93||Almacén > Postres|/2020/01/BIZC-GODET-MARMOL-480GR.jpg|/bizc-godet-marmol-480gr/
00033|BIZCOCHUELO GODET CHOCOLATE 480GR|120.0|3,104.88||Almacén > Postres|/2020/01/BIZC-GODET-CHOC-480GR.jpg|/bizc-godet-choc-480gr/
00035|FLAN GODET DULCE DE LECHE 30 GRS.|30.0|3,25.73||Almacén > Postres|/2020/01/FLAN-GODET-D-DE-LECHE-30-GRS.jpg|/flan-godet-d-de-leche-30-grs/
00036|Flan Godet  Vainilla  30 Grs.|29.7|3,25.74||Almacén > Postres|/2020/01/FLAN-GODET-VAINILLA-30GR.jpg|/flan-godet-vainilla-30gr/
00807|GELATINA GODET TODAS X 100|43.5|3,37.87||Almacén > Postres|/2020/01/GELATINA-GODET-TODAS-X-100.jpg|/gelatina-godet-todas-x-100/
00613|Sal Susysal Fina 500 gr.|28.0|3,22.99||Almacén > Sal|/2020/10/sal-fina-susysal.jpg|/sal-susysal-fina-500-gr/
00037|SAL MANTO BLANCO FINA 500GR|19.0|3,16.50||Almacén > Sal|/2019/11/sal-manto-blanco-fina-500.jpg|/sal-manto-blanco-fina-500gr/
00038|SAL MANTO BLANCO GRUESA 500GR|19.0|3,16.50||Almacén > Sal|/2019/11/sal-manto-blanco-gruesa-500.jpg|/sal-manto-blanco-gruesa-500gr/
00614|SAL SAN ANTONIO FINA 500G|12.0|3,10.08||Almacén > Sal|/2020/01/default.jpg|/sal-san-antonio-fina-500g/
00039|SAL CELUSAL FINA 500GR|39.99|3,33.32||Almacén > Sal|/2020/01/SAL-CELUSAL-FINA-500GR.jpg|/sal-celusal-fina-500gr/
00719|Galletas Salvado Mini Crackers Lheritier 120 gr.|28.9|3,25.01||Almacén > Gall. Dulces y Saladas|/2020/10/galletas-salvado-crackers-120.jpg|/galletas-salvado-mini-crackers-lheritier-120-gr/
00720|Galletas Granix Sandwich 200 gr.|49.0|3,42.30||Almacén > Gall. Dulces y Saladas|/2020/10/galletas-granix-sandwich-200.jpg|/galletas-granix-sandwich-200-gr/
00722|Galletas Coquitas Bagley 170 gr.|62.0|3,55.68||Almacén > Gall. Dulces y Saladas|/2020/10/galletas-coquitas-170.jpg|/galletas-coquitas-bagley-170-gr/
00723|Budin Arcor Chocolate 215 gr.|135.0|3,117.59||Almacén > Gall. Dulces y Saladas|/2020/10/budin-arcor-chocolate-215.jpg|/budin-arcor-chocolate-215-gr/
00724|Budin Arcor Marmolado 215 gr.|135.0|3,117.59||Almacén > Gall. Dulces y Saladas|/2020/10/budin-arcor-marmolado-215.jpg|/budin-arcor-marmolado-215-gr/
00725|Pan Dulce Arcor con Frutas 400 gr.|250.0|3,217.78||Almacén > Gall. Dulces y Saladas|/2020/10/pan-dulce-arcor-fr-400gr.jpg|/pan-dulce-arcor-con-frutas-400-gr/
00587|Galletas de Hojaldre Mafalda x 150 grs.|35.5|3,30.82||Almacén > Gall. Dulces y Saladas|/2020/10/gall-mafalda-hojaldre-150.jpg|/galletas-de-hojaldre-mafalda-x-150-grs/
00809|Budin Dale Con Chips de Chocolate x 170 grs.|37.5|3,32.50||Almacén > Gall. Dulces y Saladas|/2020/10/budin-dale-chipsch-170.jpg|/budin-dale-con-chips-de-chocolate-x-170-grs/
00781|Budin Dale Vainilla Tia Maruca x 170 grs.|37.5|3,32.50||Almacén > Gall. Dulces y Saladas|/2020/10/budin-dale-vainilla-170.jpg|/budin-dale-vainilla-tia-maruca-x-170-grs/
00588|Budin Dale Con Frutas Tia Maruca x 170 grs.|37.5|3,32.50||Almacén > Gall. Dulces y Saladas|/2020/10/budin-dale-frutas-170.jpg|/budin-dale-con-frutas-tia-maruca-x-170-grs/
00726|Galletas de Arroz Con Sal Risky Dit x 100 grs.|52.0|3,43.72||Almacén > Gall. Dulces y Saladas|/2020/09/GALL-ARROZ-RISKYDIT-SAL.jpg|/galletas-de-arroz-risky-dit-x-100-grs/
00545|GALLETAS LA PROVIDENCIA CRACKERS 303 GR|60.0|3,51.19||Almacén > Gall. Dulces y Saladas|/2020/04/GALLETAS-LA-PROVIDENCIA-303.jpg|/galletas-la-providencia-crackers-303-gr/
00589|OBLEAS TYM X 46 GR|14.0|3,12.10||Almacén > Gall. Dulces y Saladas|/2020/01/OBLEAS-TYM-X-46-GR.jpg|/obleas-tym-x-46-gr/
00590|VAINILLA MAURI 80GR|22.0|3,18.97||Almacén > Gall. Dulces y Saladas|/2020/01/VAINILLA-MAURI-80GR.jpg|/vainilla-mauri-80gr/
00808|Avena La Espanola 500 Grs.|64.5|3,55.90||Almacén > Legumbres|/2019/11/avena-la-esp-400.jpg|/avena-la-espanola-500gr/
00065|Maiz Blanco Jose Lopez 500 Grs.|52.5|3,45.46||Almacén > Legumbres|/2020/01/default.jpg|/maiz-jose-lopez-bco-500gr/
00591|Trigo Jose Lopez 500 Grs.|53.0|3,46.13||Almacén > Legumbres|/2020/01/default.jpg|/trigo-jose-lopez-500gr/
00592|Trigo La Espanola 500 Grs.|53.0|3,45.87||Almacén > Legumbres|/2020/01/default.jpg|/trigo-la-espanola-3-500gr/
00068|BURGOL BEDOIAN 500GR|79.9|3,69.50||Almacén > Legumbres|/2020/01/BURGOL-BEDOIAN-500GR.jpg|/burgol-bedoian-500gr/
00070|BURGOL JOSE LOPEZ 500GR|70.0|3,60.44||Almacén > Legumbres|/2019/11/burgol-jose-lopez.jpg|/burgol-jose-lopez-500gr/
00554|Poroto Aluvia La Espanola 500 Gr|88.0|3,76.16||Almacén > Legumbres|/2020/01/default.jpg|/poroto-la-espanola-500graluvia/
00555|LENTEJA LA ESPANOLA  X 400 GR|96.0|3,83.33||Almacén > Legumbres|/2020/01/LENTEJA-LA-ESPANOLA-X-400-GR.jpg|/lenteja-la-espanola-x-400-gr/
00071|LENTEJA JOSE LOPEZ 500GR|130.0|3,112.89||Almacén > Legumbres|/2019/11/lentejas-jose-lopez.jpg|/lenteja-jose-lopez-500gr/
00072|MAIZ BLANCO LA ESPANOLA 500GR|37.5|3,32.21||Almacén > Legumbres|/2020/01/default.jpg|/maiz-la-espanola-blanco-500gr/
00073|BURGOL LA ESPANOLA 500GR|63.9|3,55.43||Almacén > Legumbres|/2020/04/burgol-la-española.jpg|/burgol-la-espanola-500gr/
00074|POLENTA JOSE LOPEZ 500GR|29.0|3,25.02||Almacén > Legumbres|/2020/01/default.jpg|/polenta-jose-lopez-500gr/
00075|POLENTA LA ESPANOLA 500GR|27.0|3,24.01||Almacén > Legumbres|/2020/01/default.jpg|/polenta-la-espanola-500gr/
00062|Caldo Knoor Verduras 12 uds.|74.0|3,63.70||Almacén > Sopas y Caldos|/2020/07/caldo-knoo-verduras.jpg|/caldo-knoor-verduras-12-uds/
00063|Caldo Knoor Gallina 12 uds.|74.0|3,63.70||Almacén > Sopas y Caldos|/2020/01/CALDO-KNOOR-A-12UN.jpg|/caldo-knoor-a-12un/
00602|Capelettini Carne Giacomo 500 g.|209.0|3,180.97||Almacén > Fideos|/2020/10/capelettini-giacomo-carne-500.jpg|/capelettini-carne-giacomo-500-g/
00603|Capelettini Tridicci Giacomo 500 g.|209.0|3,180.97||Almacén > Fideos|/2020/10/capelettini-giacomo-tridicci-500.jpg|/capelettini-tridicci-giacomo-500-g/
00604|Capelettini Jamon y Queso Giacomo 500 g.|209.0|3,180.97||Almacén > Fideos|/2020/10/capelettini-giacomo-jyq-500.jpg|/capelettini-jamon-y-queso-giacomo-500-g/
00605|Fideos La Providencia Mo?o x 500 grs|55.8|3,47.65||Almacén > Fideos|/2020/09/FIDEOS-LA-PROVIDENCIA-MONO-500.jpg|/fideos-la-providencia-mono-x-500-grs/
00025|Fideos Spaghetti Terrabusi x 500 grs|56.0|3,48.02||Almacén > Fideos|/2020/04/spaghetti-terrabusi-500.jpg|/fideos-spaghetti-terrabusi-x-500-grs/
00026|FIDEOS LA PROVIDENCIA  SPAGUETTI 500 GR|48.0|3,40.95||Almacén > Fideos|/2020/04/FIDEOS-LA-PROVIDENCIA-SPAG-500.jpg|/fideos-la-providencia-spaguetti-500-gr/
00027|FIDEOS VERIZZIA GUISERO|39.0|3,32.50||Almacén > Fideos|/2020/01/FIDEOS-VERIZZIA-GUISERO-S-IVA.jpg|/fideos-verizzia-guisero-s-iva/
00552|FIDEOS VERIZZIA SPAGUETTI|39.0|3,32.50||Almacén > Fideos|/2020/01/FIDEOS-VERIZZIA-SPAG-S-IVA.jpg|/fideos-verizzia-spag-s-iva/
00606|Fideo Lucchetti Tirabuzon 500 G rs.|48.0|3,40.00||Almacén > Fideos|/2020/01/FIDEO-LUCCHETTI-TIRABUZON-500G-S-IVA.jpg|/fideo-lucchetti-tirabuzon-500g-s-iva/
00607|Fideos Lucchetti Tallarines 500Gr|45.0|3,38.00||Almacén > Fideos|/2020/01/FIDEOS-LUCCHETTI-TALL-500GR.jpg|/fideos-lucchetti-tall-500gr-s-iva/
00608|Fideos Lucchetti 500Gr|48.0|3,40.00||Almacén > Fideos|/2020/01/FIDEO-LUCCHETTI-TIRABUZON-500G-S-IVA.jpg|/fideos-lucchetti-500gr-s-iva/
00028|Fideos Chicago Rosca|52.0|3,44.03||Almacén > Fideos|/2020/01/default.jpg|/fideos-chicago-rosca-s-iva/
00609|Fideos Frescos La Tucumanita 500 Gr|71.5|3,61.75||Almacén > Fideos|/2020/01/default.jpg|/fideos-la-tuc-500gr/
00490|FIDEOS RIVOLI MO?ITO 500G|68.0|3,59.68||Almacén > Fideos|/2020/01/FIDEO-RIVOLI-TALLARIN-NODO-S-IVA.jpg|/fideos-rivoli-espec-500g-s-iva/
00610|FIDEOS CHICAGO SPAGUETTI 500G|44.5|3,38.27||Almacén > Fideos|/2020/01/default.jpg|/fideos-chicago-spag-500g-s-iva/
00030|FIDEOS RIVOLI GUISERO/SOPERO 500G.|56.5|3,48.75||Almacén > Fideos|/2020/01/FIDEO-RIVOLI-TALLARIN-NODO-S-IVA.jpg|/fideos-rivoli-gui-sop-500g-s-iva/
00031|FIDEOS CHICAGO GUISEROS 500G|44.5|3,38.27||Almacén > Fideos|/2020/01/default.jpg|/fideos-chicago-guis-500g-s-iva/
00032|FIDEOS PARRADIN 500GR|45.0|3,39.00||Almacén > Fideos|/2020/01/default.jpg|/fideos-parradin-500gr/
00783|Gaseosa Pepsi 3 Lt.|145.0|3,115.00||Bebidas > Gaseosas|/2020/10/pepsi-3l.jpg|/gaseosa-pepsi-3-lt/
00078|Vinagre El Parrillero 5 Lts.|202.5|3,187.49||Almacén > Vinagres|/2020/01/default.jpg|/vinagre-el-parrillero-5lt/
00079|VINAGRE EL PARRILLERO X 1L|45.0|3,36.83||Almacén > Vinagres|/2020/01/default.jpg|/vinagre-el-parrillero-x-1l/
00731|Turron de Mani Arcor 80 gr.|60.0|3,49.30||Almacén > Otros|/2020/10/turron-de-mani-arcor-80.jpg|/turron-de-mani-arcor-80-gr/
00732|Pan Dulce Arcor con Frutas 400 gr.|250.0|3,217.78||Almacén > Otros|/2020/10/pan-dulce-arcor-fr-400gr.jpg|/pan-dulce-arcor-con-frutas-400-gr/
00629|Leche en Polvo Zero Lactosa La serenisima 400 gr.|321.0|3,291.82||Almacén > Otros|/2020/10/leche-en-polvo-zerolactosa-ls-400.jpg|/leche-en-polvo-zero-lactosa-la-serenisima-400-gr/
00630|Grasa vacuna Recreo x 1 Kg.|150.0|3,130.01||Almacén > Otros|/2020/10/grasa-recreo-1kg.jpg|/grasa-vacuna-recreo-x-1-kg/
00733|Galletas de Arroz Con Sal Risky Dit x 100 grs.|52.0|3,43.72||Almacén > Otros|/2020/09/GALL-ARROZ-RISKYDIT-SAL.jpg|/galletas-de-arroz-risky-dit-x-100-grs/
00631|Leche en Polvo Entera Lheritier 350 gr.|205.0|3,176.01||Almacén > Otros|/2020/06/leche-en-polvo-entera-lheritier-800.jpg|/leche-en-polvo-entera-lheritier-350-gr/
00151|Leche en Polvo Descremada Lheritier 350 gr.|199.01|3,171.63||Almacén > Otros|/2020/05/leche-en-polvo-lheritier-800.jpg|/leche-en-polvo-descremada-lheritier-350-gr/
00156|Grasa vacuna Kamote x 1 Kg.|90.0|3,66.00||Almacén > Otros|/2020/05/grasa-kamote-1kg.jpg|/grasa-vacuna-kamote-x-1-kg/
00157|Grasa vacuna Kamote x 500 gr.|45.0|3,33.00||Almacén > Otros|/2020/05/grasa-kamote-500g.jpg|/grasa-vacuna-kamote-x-500-gr/
00158|CACAO QUICKER X 200GR|49.0|3,42.50||Almacén > Otros|/2020/04/CACAO-QUICKER-200.jpg|/cacao-quicker-x-200gr/
00159|Dulce de Batata Riojanita Cajon 5K Vainilla|439.0|3,428.99||Almacén > Otros|/2020/01/DULCE-BAT-RIOJANITA-CAJON-5K-VA.jpg|/dulce-bat-riojanita-cajon-5k-vai/
00160|Dulce de Batata Riojanita Vainilla Lata x 5 kg|665.0|3,649.97||Almacén > Otros|/2020/01/DULCE-BAT-RIOJANITA-VAIN-LATA.jpg|/dulce-bat-riojanita-vain-lata/
00161|Dulce de Batata Dulcor Cajon 5Kg.|520.0|3,520.00||Almacén > Otros|/2020/01/DULCE-BAT-DULCOR-CAJON-5KG.jpg|/dulce-bat-dulcor-cajon-5kg/
00455|Dulce de Batata La Riojanita Cajon 5K Ch|452.0|3,442.01||Almacén > Otros|/2020/01/DULCE-BAT-RIOJANITA-CAJON-5K-CH.jpg|/dulce-bat-riojanita-cajon-5k-ch/
00727|Cappuccino Bessone Doy Pack 150 gr.|149.0|3,128.91||Almacén > Café|/2020/10/cappuccino-bessone-150.jpg|/cappuccino-bessone-doy-pack-150-gr/
00728|Cappuccino La Virginia Light 100 gr.|149.0|3,128.89||Almacén > Café|/2020/10/CAPUCCINO-LA-VIRG-light-100.jpg|/cappuccino-la-virginia-light-100-gr/
00729|Cappuccino La Virginia Dulce de Leche 155 gr.|179.0|3,154.92||Almacén > Café|/2020/10/CAPUCCINO-LA-VIRG-DDL-155.jpg|/cappuccino-la-virginia-dulce-de-leche-155-gr/
00114|Cafe La Virginia Instantaneo Latte 125 gr|149.0|3,128.89||Almacén > Café|/2020/05/cafe-la-virginia-latte-125.jpg|/cafe-la-virginia-instantaneo-latte-125-gr/
00115|Cafe La Virginia Instantaneo Cortado 125 gr|149.0|3,128.89||Almacén > Café|/2020/05/cafe-la-virginia-cortado-125.jpg|/cafe-la-virginia-instantaneo-cortado-125-gr/
00117|Malta El Pocillo x 125 gr.|135.0|3,114.12||Almacén > Café|/2020/05/MALTA-ELPOCILLO-125-POCUH.jpg|/malta-el-pocillo-x-125-gr/
00118|Cafe La Virginia Instantaneo Suave 100 Grs.|218.0|3,188.88||Almacén > Café|/2020/01/CAFE-LA-VIRG-INST-100GR-SUAV.jpg|/cafe-la-virg-inst-100gr-suav/
00634|Cafe La Virginia Instantaneo Suave 50Grs.|114.0|3,98.50||Almacén > Café|/2020/01/CAFE-LA-VIRG-INST-50GR-SUAVE.jpg|/cafe-la-virg-inst-50gr-suav/
00556|Cafe La Virginia 170 Grs. Suave Doypack|282.0|3,244.49||Almacén > Café|/2019/11/cafe-la-virginia-doypack-170.jpg|/cafe-la-virg-170gr-cla-doypack/
00120|Cafe la Virginia Suave 170 Grs. Vidrio|325.0|3,281.22||Almacén > Café|/2020/01/CAFE-LA-VIRG-170GR-SUAV-VIDRIO.jpg|/cafe-la-virg-170gr-suav-vidrio/
00635|Cafe La Virginia Instantaneo 50 Grs. Clasico|114.0|3,98.50||Almacén > Café|/2020/01/CAFE-LA-VIRG-INST-50GR-CLA.jpg|/cafe-la-virg-inst-50gr-cla/
00121|Cafe Arlistan 100 Grs.|220.0|3,181.21||Almacén > Café|/2020/04/cafe-arlistan-100gr.jpg|/cafe-arlistan-100gr/
00810|Cafe Dolca instantaneo Clasico 100 Grs.|255.0|3,219.38||Almacén > Café|/2020/01/CAFE-DOLCA-TORR-100GR.jpg|/cafe-dolca-torr-100gr/
00126|Cafe Dolca Instantaneo Suave 100 grs.|255.0|3,219.38||Almacén > Café|/2020/01/CAFE-DOLCA-SUAVE-100G.jpg|/cafe-dolca-suave-100g/
00127|Cafe la Virginia Cl?sico 170 Grs. Vidrio|325.0|3,281.22||Almacén > Café|/2020/01/CAFE-LA-VIRG-170GR-CLA-VIDRIO.jpg|/cafe-la-virg-170gr-cla-vidrio/
00128|Cafe la Virginia Clasico Instantaneo 100 Grs.|218.0|3,187.37||Almacén > Café|/2020/01/CAFE-LA-VIRG-INST-100GR-CLA.jpg|/cafe-la-virg-inst-100gr-cla/
00782|CAFE ARLISTAN X 170GR|285.0|3,227.63||Almacén > Café|/2020/01/CAFE-ARLISTAN-X-170GR.jpg|/cafe-arlistan-x-170gr/
00130|Cafe Villa Rica 125 Grs.|62.0|3,51.83||Almacén > Café|/2020/01/default.jpg|/cafe-villa-rica-125gr/
00131|CAFE LA VIRGINIA EQUIL X 125GR|92.5|3,80.14||Almacén > Café|/2020/01/CAFE-LA-VIRG-EQUIL-X-125GR.jpg|/cafe-la-virg-equil-x-125gr/
00132|Cafe La Virginia en Sobres (5 Grs.)|163.0|3,141.08||Almacén > Café|/2020/01/CAFE-LA-VIRG-5GR-SOBRE.jpg|/cafe-la-virg-5gr-sobre/
00811|Cerveza Imperial Lata 473 Ml|70.0|3,60.00||Bebidas > Cervezas y Fernet|/2020/11/CERV-imperial-473jpg.jpg|/cerveza-imperial-lata-473-ml/
00611|Cerveza Brahma Lata 473 Ml|70.0|3,58.00||Bebidas > Cervezas y Fernet|/2020/10/CERV-brahma-473jpg.jpg|/cerveza-brahma-lata-473-ml/
00097|FERNET BRANCA 750CC|490.0|3,409.98||Bebidas > Cervezas y Fernet|/2020/01/FERNET-BRANCA-750CC.jpg|/fernet-branca-750cc/
00612|CERVEZA ISENBECK LATA 473ML|65.0|3,55.00||Bebidas > Cervezas y Fernet|/2020/01/CERV-ISENBECK-LATA-473ML.jpg|/cerv-isenbeck-lata-473ml/
00559|Cerveza Schneider Rubia Lata 473 Ml.|70.0|3,60.00||Bebidas > Cervezas y Fernet|/2020/01/CERV-SCHNEIDER-RUBIA-LATA-473-ML.jpg|/cerv-schneider-rubia-lata-473-ml/
